net,length_um
wbs_dat_o[8],14.58µm
_1066_,14.52µm
_1639_,14.5µm
_2208_,14.5µm
_1410_,14.48µm
_1574_,14.48µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[0\],14.48µm
_1240_,14.46µm
_1949_,14.455µm
_1309_,14.42µm
_2243_,14.42µm
net624,14.42µm
_1800_,14.415µm
_2712_,14.4µm
net472,14.4µm
pwm_inst.instance_to_wrap.dly_cntr\[3\],14.36µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[5\],14.36µm
wbs_adr_i[20],14.32µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[7\],14.305µm
_2298_,14.3µm
_2411_,14.26µm
pwm_inst.PWMDT_REG\[7\],14.26µm
pwm_inst.instance_to_wrap.pr_reg\[5\],14.25µm
wbs_dat_o[14],14.2µm
wbs_dat_o[19],14.2µm
wbs_dat_o[30],14.2µm
wbs_dat_o[4],14.2µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[0\],14.18µm
wbs_adr_i[2],14.15µm
_1379_,14.14µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[4\],14.14µm
wbs_dat_i[19],14.12µm
wbs_dat_o[23],14.12µm
uart_inst.instance_to_wrap.uart_rx.data_reg\[4\],14.115µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[6\],14.1µm
uart_inst.instance_to_wrap.uart_rx.brk\[10\],14.09µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[8\],14.085µm
_1301_,14.06µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[4\],14.04µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[8\],14.02µm
_1363_,14µm
pwm_inst.instance_to_wrap.pr_reg\[15\],13.98µm
wbs_dat_i[7],13.98µm
wbs_sel_i[0],13.98µm
_1954_,13.96µm
wbs_dat_i[17],13.96µm
_1615_,13.92µm
_2115_,13.92µm
_1441_,13.88µm
_1710_,13.88µm
_1727_,13.88µm
_1990_,13.88µm
_2123_,13.88µm
_2600_,13.88µm
_2709_,13.88µm
uart_inst.instance_to_wrap.fifo_rx.r_ptr_reg\[1\],13.88µm
_1408_,13.84µm
pwm_inst.PWM1CFG_REG\[1\],13.82µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[7\],13.8µm
_1814_,13.76µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[1\],13.76µm
wbs_dat_o[11],13.74µm
wbs_dat_o[18],13.74µm
wbs_dat_o[22],13.74µm
wbs_dat_o[24],13.74µm
wbs_dat_o[26],13.74µm
wbs_dat_o[29],13.74µm
wbs_dat_o[3],13.74µm
wbs_dat_o[9],13.74µm
pwm_inst.instance_to_wrap.pr_reg\[1\],13.7µm
clknet_1_0__leaf_wb_clk_i,13.7µm
uart_inst.IM_REG\[7\],13.68µm
uart_inst.RX_FIFO_THRESHOLD_REG\[2\],13.68µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[8\]\[0\],13.68µm
net1051,13.68µm
wbs_adr_i[5],13.66µm
wbs_dat_o[10],13.66µm
_1821_,13.6µm
_2450_,13.6µm
uart_inst.instance_to_wrap.uart_rx.brk\[7\],13.57µm
_1813_,13.54µm
_2663_,13.54µm
pwm_inst.IC_REG\[2\],13.54µm
_1896_,13.52µm
_1741_,13.5µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[8\],13.5µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[8\],13.48µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[4\],13.48µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[1\],13.46µm
_1583_,13.44µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[7\],13.44µm
_1657_,13.42µm
_1777_,13.42µm
wbs_dat_i[23],13.4µm
_2765_,13.38µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[1\],13.38µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[5\],13.38µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[1\],13.38µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[7\],13.36µm
uart_inst.instance_to_wrap.rx_filtered,13.34µm
_1239_,13.33µm
_2635_,13.32µm
wbs_adr_i[18],13.32µm
_2077_,13.3µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[8\]\[4\],13.26µm
pwm_inst.CMPX_REG\[28\],13.24µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[0\],13.22µm
uart_inst.CFG_REG\[9\],13.21µm
_1227_,13.2µm
wbs_dat_o[25],13.2µm
_2100_,13.18µm
_1099_,13.16µm
pwm_inst.instance_to_wrap.pr_reg\[11\],13.1µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[8\]\[3\],13.1µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[0\],13.06µm
_1378_,13.04µm
_2673_,13.04µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[0\],13.04µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[4\],13.02µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[6\],13.02µm
net504,13.02µm
_1756_,13µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[5\],13µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[1\],12.98µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[3\],12.96µm
net688,12.96µm
uart_inst.instance_to_wrap.uart_rx.brk\[6\],12.95µm
_2870_,12.925µm
_2820_,12.92µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[1\],12.92µm
_1359_,12.88µm
_1373_,12.88µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[7\],12.88µm
uart_tx,12.86µm
wbs_adr_i[12],12.86µm
wbs_dat_i[21],12.86µm
_2749_,12.84µm
wbs_adr_i[22],12.84µm
_1831_,12.82µm
_2679_,12.8µm
_3005_,12.8µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[2\],12.8µm
_1043_,12.76µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[7\],12.76µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[4\],12.76µm
wbs_dat_o[12],12.74µm
_1642_,12.71µm
_1817_,12.7µm
uart_inst.instance_to_wrap.uart_rx.data_reg\[7\],12.7µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[5\],12.68µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[7\],12.66µm
net1013,12.66µm
_1525_,12.64µm
_1414_,12.62µm
_2197_,12.62µm
_2222_,12.62µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[8\],12.6µm
_1629_,12.58µm
_2150_,12.54µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[7\],12.525µm
_1233_,12.52µm
wbs_adr_i[28],12.52µm
_2160_,12.5µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[8\]\[8\],12.5µm
_2076_,12.46µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[2\],12.46µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[1\],12.46µm
pwm_inst.instance_to_wrap.pr_reg\[2\],12.42µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[8\],12.42µm
_1350_,12.4µm
_2139_,12.4µm
wbs_adr_i[3],12.36µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[7\],12.34µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[7\],12.34µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[4\],12.34µm
_2101_,12.3µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[1\],12.3µm
wbs_dat_o[27],12.28µm
pwm_inst.instance_to_wrap.dly_cntr\[5\],12.26µm
_1538_,12.22µm
_2683_,12.2µm
pwm_inst.IM_REG\[1\],12.2µm
pwm_inst.PWMFC_REG\[3\],12.2µm
_1025_,12.16µm
_1811_,12.16µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[0\],12.16µm
_2889_,12.14µm
wbs_dat_i[18],12.14µm
pwm_inst.instance_to_wrap.pr_reg\[8\],12.12µm
uart_inst.TX_FIFO_THRESHOLD_REG\[0\],12.12µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[1\],12.12µm
_2563_,12.1µm
net538,12.08µm
net779,12.08µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[6\],12.04µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[7\],12.04µm
_2872_,12.02µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[6\],12µm
uart_inst.instance_to_wrap.uart_rx.brk\[2\],11.97µm
user_irq[0],11.94µm
_2281_,11.92µm
wbs_cyc_i,11.9µm
_0934_,11.885µm
uart_inst.IC_REG\[9\],11.88µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[1\],11.88µm
_1806_,11.86µm
_0017_,11.84µm
_2308_,11.84µm
uart_inst.PR_REG\[12\],11.84µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[7\],11.84µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[4\],11.84µm
_2012_,11.82µm
_1302_,11.8µm
_1950_,11.8µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[2\],11.8µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[1\],11.77µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[7\],11.76µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[6\],11.74µm
_1653_,11.72µm
_2007_,11.72µm
_2642_,11.72µm
pwm_inst.IC_REG\[0\],11.7µm
pwm_inst.PWM1CFG_REG\[11\],11.66µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[1\],11.66µm
net1047,11.66µm
_1614_,11.64µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[2\],11.62µm
_2839_,11.6µm
wbs_adr_i[30],11.6µm
wbs_stb_i,11.6µm
_1479_,11.58µm
_1825_,11.58µm
_2601_,11.56µm
uart_inst.instance_to_wrap.uart_rx.brk\[11\],11.55µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[3\],11.54µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[7\]\[5\],11.54µm
net625,11.54µm
_1374_,11.52µm
_1467_,11.52µm
_2392_,11.52µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[3\],11.52µm
_1575_,11.5µm
pwm_inst.PWMFC_REG\[5\],11.5µm
wbs_adr_i[4],11.48µm
wbs_sel_i[2],11.48µm
_1968_,11.42µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[3\],11.42µm
_0879_,11.385µm
_2194_,11.38µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[5\],11.38µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[4\],11.38µm
wbs_dat_o[16],11.36µm
wbs_dat_o[20],11.36µm
wbs_dat_o[31],11.36µm
wbs_dat_o[5],11.36µm
_1497_,11.34µm
_2641_,11.34µm
_1577_,11.33µm
_1952_,11.3µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[3\],11.28µm
_1998_,11.26µm
_2852_,11.26µm
_2593_,11.24µm
pwm_inst.PR_REG\[13\],11.24µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[5\],11.22µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[1\],11.22µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[6\],11.22µm
wbs_adr_i[0],11.22µm
wbs_dat_i[1],11.22µm
_1545_,11.2µm
pwm_inst.PWM1CFG_REG\[12\],11.2µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[2\],11.2µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[2\],11.18µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[5\],11.18µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[0\],11.18µm
_1959_,11.16µm
_2140_,11.16µm
_1058_,11.14µm
wbs_adr_i[21],11.14µm
_2067_,11.12µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[0\],11.12µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[7\],11.1µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[3\],11.08µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[0\],11.08µm
_0787_,11.02µm
_1907_,11µm
_0628_,10.98µm
_1335_,10.98µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[7\],10.98µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[2\],10.96µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[6\],10.96µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[5\],10.96µm
_0639_,10.94µm
_1317_,10.94µm
_2065_,10.92µm
_2074_,10.92µm
_2153_,10.92µm
_2339_,10.92µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[8\]\[1\],10.9µm
uart_inst.instance_to_wrap.uart_rx.b_reg\[0\],10.84µm
_2171_,10.78µm
_2626_,10.78µm
net598,10.78µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[4\],10.76µm
net920,10.74µm
uart_inst.instance_to_wrap.rx_glitch_filter.shifter\[7\],10.7µm
net907,10.7µm
_2403_,10.68µm
_2984_,10.68µm
_2442_,10.66µm
_2965_,10.66µm
_3002_,10.66µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[2\],10.66µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[5\],10.66µm
net637,10.66µm
_2500_,10.64µm
_2289_,10.62µm
_3021_,10.62µm
_1736_,10.58µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[6\],10.58µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[5\],10.58µm
net821,10.58µm
_1086_,10.56µm
wbs_adr_i[29],10.56µm
_1296_,10.54µm
_1384_,10.54µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[5\],10.54µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[7\],10.54µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[8\],10.54µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[5\],10.54µm
_2299_,10.52µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[2\],10.5µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[0\],10.5µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[7\]\[0\],10.5µm
_2966_,10.46µm
net952,10.46µm
_1943_,10.44µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[5\],10.44µm
_0675_,10.42µm
_2279_,10.42µm
net1044,10.42µm
_2192_,10.4µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[4\]\[8\],10.4µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[3\],10.4µm
_2761_,10.325µm
net723,10.32µm
_2109_,10.315µm
_0664_,10.28µm
_2173_,10.28µm
_2436_,10.28µm
_2363_,10.26µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[4\],10.26µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[5\],10.26µm
_1405_,10.24µm
_1830_,10.2µm
_2809_,10.2µm
_1591_,10.16µm
_2606_,10.16µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[4\],10.16µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[7\]\[1\],10.16µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[3\],10.16µm
_2255_,10.14µm
net580,10.12µm
_2892_,10.1µm
user_irq[1],10.1µm
wbs_dat_i[16],10.1µm
net1008,10.1µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[1\],10.07µm
_0727_,10.06µm
_1340_,10.06µm
_1370_,10.06µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[4\],10.06µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[8\],10.04µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[2\],10.04µm
_1067_,9.98µm
_1708_,9.98µm
_2099_,9.98µm
net1001,9.98µm
net1038,9.98µm
pwm_inst.instance_to_wrap.pr_reg\[13\],9.96µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[2\],9.96µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[6\],9.96µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[3\],9.94µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[4\],9.92µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[3\],9.9µm
_2144_,9.88µm
_2198_,9.86µm
_2627_,9.86µm
net517,9.86µm
net556,9.86µm
net1023,9.86µm
_2348_,9.84µm
_1668_,9.82µm
pwm_inst.PWM1CFG_REG\[6\],9.82µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[1\],9.82µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[5\],9.82µm
net996,9.82µm
pwm_inst.instance_to_wrap.pr_reg\[10\],9.8µm
_1690_,9.78µm
_1916_,9.78µm
_2356_,9.78µm
_2494_,9.78µm
wbs_adr_i[25],9.76µm
_2213_,9.75µm
_1437_,9.74µm
_1670_,9.74µm
_2378_,9.74µm
_2911_,9.74µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[2\],9.74µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[4\],9.74µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[4\],9.74µm
_0885_,9.7µm
_2710_,9.7µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[6\],9.7µm
_1698_,9.68µm
pwm_out,9.64µm
_1652_,9.62µm
_2214_,9.62µm
_2354_,9.62µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[5\],9.62µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[7\],9.62µm
_1966_,9.6µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[6\],9.6µm
_1644_,9.58µm
_2332_,9.54µm
_2787_,9.535µm
_2843_,9.52µm
uart_rx,9.52µm
_2001_,9.5µm
_2184_,9.5µm
_1179_,9.48µm
_2377_,9.48µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[7\]\[4\],9.48µm
_1911_,9.46µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[1\],9.46µm
_1828_,9.44µm
_2166_,9.44µm
_1336_,9.42µm
_2005_,9.42µm
_2161_,9.38µm
_1559_,9.36µm
_2420_,9.36µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[4\],9.36µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[2\],9.36µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[0\],9.36µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[8\]\[2\],9.36µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[3\],9.36µm
net588,9.36µm
_1324_,9.34µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[2\],9.34µm
_2026_,9.32µm
_2582_,9.32µm
_2608_,9.32µm
net1002,9.32µm
_0580_,9.3µm
_0754_,9.3µm
_1079_,9.3µm
_1406_,9.3µm
_2732_,9.3µm
wbs_ack_o,9.3µm
wbs_adr_i[23],9.3µm
wbs_dat_o[1],9.3µm
net1029,9.3µm
_1215_,9.28µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[6\],9.28µm
_1847_,9.26µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[4\],9.24µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[2\],9.24µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[4\],9.24µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[6\],9.24µm
_1312_,9.2µm
_1036_,9.18µm
wbs_adr_i[17],9.18µm
_1422_,9.16µm
pwm_inst.instance_to_wrap.pr_reg\[6\],9.16µm
pwm_inst.CMPY_REG\[27\],9.12µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[14\]\[2\],9.12µm
_1436_,9.115µm
pwm_inst.PWMFC_REG\[12\],9.1µm
_1991_,9.06µm
_2651_,9.06µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[3\],9.06µm
_1225_,9.04µm
net471,9.04µm
_1244_,9.02µm
_1995_,9.02µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[5\],9µm
_1175_,8.985µm
_1426_,8.98µm
_1740_,8.98µm
_2596_,8.96µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[5\],8.96µm
_1529_,8.94µm
_2886_,8.94µm
_0576_,8.92µm
_1908_,8.92µm
_1860_,8.9µm
_2105_,8.9µm
_2828_,8.9µm
uart_inst.CFG_REG\[1\],8.9µm
uart_inst.instance_to_wrap.rx_glitch_filter.ticker.counter\[2\],8.9µm
_1550_,8.88µm
_1544_,8.86µm
_1695_,8.86µm
wbs_adr_i[24],8.84µm
wbs_adr_i[26],8.84µm
wbs_adr_i[27],8.84µm
_1619_,8.82µm
_2189_,8.82µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[8\],8.82µm
_1768_,8.78µm
pwm_inst.PWMFC_REG\[11\],8.78µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[6\],8.78µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[1\],8.78µm
_2291_,8.74µm
_1532_,8.72µm
_2773_,8.72µm
wb_rst_i,8.72µm
wbs_adr_i[1],8.72µm
wbs_dat_i[2],8.72µm
wbs_sel_i[1],8.72µm
wbs_sel_i[3],8.72µm
_1432_,8.7µm
_1616_,8.7µm
_2449_,8.7µm
_1034_,8.68µm
net923,8.68µm
uart_inst.instance_to_wrap.rx_glitch_filter.ticker.counter\[3\],8.66µm
net711,8.66µm
_0623_,8.62µm
_1085_,8.62µm
_1096_,8.62µm
_1920_,8.62µm
_1593_,8.6µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[0\],8.6µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[5\],8.6µm
net77,8.6µm
net1037,8.6µm
_2489_,8.58µm
_2013_,8.56µm
_2513_,8.56µm
_1888_,8.52µm
_2542_,8.52µm
_2561_,8.52µm
_2588_,8.52µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[3\],8.52µm
_1042_,8.5µm
_1065_,8.48µm
net618,8.48µm
_2266_,8.44µm
_2305_,8.44µm
_2433_,8.44µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[8\]\[5\],8.44µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[0\],8.44µm
_2421_,8.415µm
_1753_,8.4µm
_2063_,8.4µm
_2894_,8.4µm
net495,8.4µm
_2163_,8.38µm
wbs_dat_o[0],8.38µm
net1063,8.38µm
uart_inst.IC_REG\[8\],8.365µm
_2010_,8.36µm
_2267_,8.36µm
_2384_,8.36µm
_2409_,8.36µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[7\],8.36µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[8\],8.36µm
uart_inst.instance_to_wrap.rx_glitch_filter.ticker.counter\[4\],8.36µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[4\],8.36µm
net976,8.36µm
_1420_,8.34µm
_2402_,8.34µm
net767,8.34µm
_1472_,8.32µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[4\],8.32µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[1\],8.32µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[0\],8.32µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[7\],8.32µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[5\],8.32µm
net934,8.32µm
_1889_,8.305µm
_2196_,8.3µm
_0332_,8.29µm
_1398_,8.28µm
_2753_,8.28µm
net545,8.28µm
net692,8.26µm
_2448_,8.24µm
_1250_,8.225µm
_0021_,8.205µm
_1852_,8.2µm
pwm_inst.instance_to_wrap.pr_reg\[14\],8.2µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[9\]\[7\],8.2µm
_2059_,8.18µm
_0019_,8.16µm
_0024_,8.16µm
_0573_,8.16µm
_1988_,8.16µm
_2565_,8.16µm
net469,8.16µm
net511,8.16µm
net570,8.16µm
_1403_,8.14µm
_1899_,8.14µm
_2616_,8.14µm
_2961_,8.14µm
_2999_,8.14µm
net1031,8.14µm
_0672_,8.12µm
_2290_,8.12µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[1\],8.12µm
_1011_,8.1µm
_1887_,8.1µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[1\],8.1µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[2\],8.1µm
_1501_,8.08µm
_0014_,8.06µm
_1082_,8.06µm
_1390_,8.06µm
_1415_,8.06µm
_1682_,8.06µm
_1700_,8.06µm
_1822_,8.06µm
uart_inst.instance_to_wrap.uart_rx.data_reg\[0\],8.06µm
net439,8.04µm
_1587_,8.02µm
_1709_,8.02µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[3\],8.02µm
net677,8.02µm
net998,8.02µm
_0538_,8.005µm
_1360_,8µm
_1634_,8µm
_1222_,7.985µm
_0666_,7.98µm
_1757_,7.98µm
_2318_,7.98µm
_2329_,7.98µm
pwm_inst.PWMFC_REG\[10\],7.98µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[0\],7.98µm
_1349_,7.96µm
net969,7.94µm
_2945_,7.92µm
_1183_,7.9µm
_2004_,7.9µm
_2249_,7.9µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[2\],7.9µm
net828,7.9µm
net745,7.88µm
net892,7.88µm
_1433_,7.87µm
_1785_,7.86µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[6\],7.86µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[8\],7.86µm
net457,7.86µm
net636,7.84µm
net970,7.84µm
_0022_,7.82µm
net513,7.82µm
net582,7.82µm
_2882_,7.8µm
pwm_inst.PWM1CFG_REG\[7\],7.78µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[3\],7.78µm
net844,7.78µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[0\],7.76µm
_2181_,7.74µm
pwm_inst.instance_to_wrap.dly_cntr\[4\],7.74µm
net856,7.74µm
_0229_,7.73µm
_2326_,7.72µm
_2506_,7.7µm
_2913_,7.7µm
_0979_,7.68µm
_1111_,7.68µm
_1190_,7.68µm
_2162_,7.68µm
_2273_,7.68µm
_2687_,7.68µm
_1927_,7.66µm
_2156_,7.66µm
_2486_,7.66µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[4\],7.66µm
