net,length_um
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[8\],7.86µm
net621,7.86µm
net762,7.86µm
_1690_,7.84µm
net918,7.84µm
_0004_,7.82µm
_0298_,7.82µm
_0889_,7.82µm
net663,7.82µm
_0019_,7.8µm
_1992_,7.8µm
_1386_,7.78µm
_1816_,7.78µm
_1962_,7.78µm
_2466_,7.78µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[1\],7.78µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[5\],7.76µm
_2618_,7.7µm
_2755_,7.7µm
_0619_,7.68µm
_0644_,7.68µm
_0990_,7.68µm
_1049_,7.68µm
_2600_,7.68µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[0\],7.68µm
net60,7.68µm
net983,7.68µm
_2247_,7.675µm
_1248_,7.66µm
_2409_,7.66µm
_0890_,7.64µm
_1784_,7.64µm
_2221_,7.64µm
_2323_,7.64µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[1\],7.64µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[0\]\[8\],7.64µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[6\],7.64µm
_2272_,7.62µm
_1171_,7.605µm
_1753_,7.6µm
_2827_,7.6µm
_1401_,7.56µm
_1641_,7.56µm
_2249_,7.56µm
pwm_inst.instance_to_wrap.pr_reg\[6\],7.56µm
net781,7.56µm
net867,7.56µm
net873,7.56µm
_1288_,7.54µm
_2433_,7.54µm
_1626_,7.52µm
_1646_,7.52µm
_1845_,7.52µm
_2665_,7.52µm
_2753_,7.52µm
_2847_,7.52µm
net695,7.52µm
net872,7.52µm
net952,7.52µm
_2002_,7.5µm
_2352_,7.5µm
_1710_,7.48µm
_2026_,7.48µm
_2144_,7.48µm
net506,7.46µm
_1080_,7.44µm
_1916_,7.44µm
_2040_,7.44µm
_2473_,7.44µm
_2769_,7.44µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[2\],7.44µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[7\],7.44µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[4\],7.44µm
_1756_,7.42µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[11\]\[6\],7.42µm
_2643_,7.405µm
_2625_,7.4µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[0\],7.4µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[6\]\[8\],7.4µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[1\],7.4µm
_1734_,7.38µm
_2522_,7.38µm
_1284_,7.36µm
_1258_,7.34µm
_2413_,7.34µm
net1013,7.34µm
_0124_,7.32µm
_0345_,7.32µm
_1117_,7.32µm
_1226_,7.32µm
_2491_,7.32µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[3\],7.32µm
net585,7.32µm
_0018_,7.3µm
_0029_,7.3µm
_2608_,7.3µm
pwm_inst.instance_to_wrap.pr_reg\[14\],7.3µm
net923,7.3µm
_2711_,7.29µm
_2787_,7.275µm
_1716_,7.24µm
_0687_,7.22µm
_1367_,7.22µm
_1770_,7.22µm
_1821_,7.22µm
_2270_,7.22µm
_2513_,7.22µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[2\],7.22µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[8\],7.2µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[8\],7.2µm
_0651_,7.18µm
_0689_,7.18µm
_1077_,7.18µm
_2000_,7.18µm
_2238_,7.18µm
_2368_,7.18µm
_2919_,7.18µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[4\],7.18µm
net545,7.18µm
_0820_,7.165µm
_0928_,7.145µm
net649,7.14µm
_2137_,7.125µm
_2718_,7.125µm
_0955_,7.105µm
_0957_,7.105µm
_0754_,7.1µm
_2418_,7.1µm
_2678_,7.1µm
_2933_,7.1µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[0\],7.1µm
net504,7.1µm
_0719_,7.08µm
ack\[0\],7.08µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[3\],7.08µm
_2117_,7.075µm
_1507_,7.06µm
pwm_inst.instance_to_wrap.pr_reg\[8\],7.06µm
uart_inst.IC_REG\[9\],7.06µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[5\],7.06µm
net675,7.06µm
_0538_,7.045µm
_0855_,7.045µm
_1674_,7µm
_0728_,6.98µm
_2273_,6.98µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[4\],6.98µm
net472,6.98µm
net702,6.98µm
net911,6.98µm
_1747_,6.96µm
_2402_,6.96µm
_0760_,6.94µm
_1601_,6.94µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[7\],6.94µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[2\],6.94µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[7\]\[4\],6.94µm
uart_inst.instance_to_wrap.uart_tx.data_reg\[1\],6.94µm
_1145_,6.925µm
_1637_,6.92µm
_2393_,6.92µm
net1007,6.92µm
_1392_,6.9µm
_2646_,6.9µm
_0787_,6.88µm
_1111_,6.88µm
_1242_,6.875µm
_0375_,6.86µm
_0452_,6.86µm
_0638_,6.86µm
_1183_,6.86µm
pwm_inst.PWM1CFG_REG\[10\],6.86µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[6\],6.86µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[4\],6.86µm
_1224_,6.84µm
_2478_,6.84µm
_0530_,6.825µm
_0534_,6.825µm
_0537_,6.825µm
_0542_,6.825µm
_0839_,6.825µm
_0900_,6.825µm
_0964_,6.825µm
_0972_,6.825µm
_0088_,6.82µm
_1900_,6.82µm
_2907_,6.82µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[15\]\[5\],6.82µm
_0162_,6.79µm
_2017_,6.78µm
_2956_,6.78µm
_2198_,6.775µm
_0696_,6.76µm
_1406_,6.76µm
_1865_,6.76µm
_2034_,6.76µm
_2210_,6.76µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[0\],6.76µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[1\],6.76µm
net992,6.76µm
_2264_,6.74µm
_2501_,6.74µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[6\],6.74µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[12\]\[3\],6.74µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[6\],6.74µm
_0645_,6.72µm
_0657_,6.72µm
_0721_,6.72µm
_0722_,6.72µm
_1449_,6.72µm
_2290_,6.72µm
_2370_,6.72µm
_2374_,6.72µm
_2511_,6.72µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[1\],6.72µm
_0454_,6.71µm
_0838_,6.705µm
_0877_,6.705µm
_0898_,6.705µm
_1130_,6.705µm
_1133_,6.705µm
_1141_,6.705µm
_1142_,6.705µm
_1146_,6.705µm
_1175_,6.705µm
_0572_,6.685µm
_0910_,6.685µm
_1544_,6.67µm
_1403_,6.66µm
_2504_,6.66µm
_2832_,6.66µm
_2947_,6.66µm
_2963_,6.66µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[6\],6.66µm
_0759_,6.64µm
_1233_,6.64µm
_2004_,6.64µm
_2200_,6.64µm
_2564_,6.64µm
_2990_,6.64µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[2\],6.64µm
net499,6.64µm
net614,6.64µm
net773,6.64µm
_2429_,6.635µm
_2105_,6.62µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[7\]\[5\],6.62µm
net457,6.62µm
_1883_,6.605µm
_0340_,6.6µm
_1498_,6.6µm
_1727_,6.6µm
_1888_,6.6µm
_1983_,6.6µm
_2401_,6.6µm
_2407_,6.6µm
_2476_,6.6µm
_2570_,6.6µm
net613,6.6µm
net631,6.6µm
net632,6.6µm
net708,6.6µm
net764,6.6µm
net809,6.6µm
net846,6.6µm
net868,6.6µm
net924,6.6µm
_1152_,6.58µm
_2336_,6.58µm
_1709_,6.54µm
net668,6.54µm
net840,6.54µm
net942,6.54µm
_1193_,6.52µm
_1616_,6.52µm
_2289_,6.52µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[10\]\[3\],6.52µm
net598,6.52µm
net780,6.52µm
net830,6.52µm
net943,6.52µm
_2369_,6.5µm
_1431_,6.495µm
_2074_,6.48µm
_2759_,6.48µm
net648,6.48µm
net758,6.48µm
net921,6.48µm
_0517_,6.475µm
_0543_,6.465µm
_2100_,6.46µm
net825,6.44µm
_0667_,6.42µm
_0769_,6.42µm
_0996_,6.42µm
_1048_,6.42µm
_1078_,6.4µm
_1282_,6.4µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[6\],6.4µm
net635,6.4µm
net775,6.4µm
_0265_,6.38µm
_2997_,6.38µm
net954,6.38µm
_0275_,6.37µm
_0376_,6.37µm
_0518_,6.365µm
_0525_,6.365µm
_0529_,6.365µm
_0560_,6.365µm
_0563_,6.365µm
_0567_,6.365µm
_0735_,6.365µm
_0738_,6.365µm
_0814_,6.365µm
_0826_,6.365µm
_0864_,6.365µm
_0896_,6.365µm
_0906_,6.365µm
_0914_,6.365µm
_0915_,6.365µm
_0936_,6.365µm
_0969_,6.365µm
_1122_,6.365µm
_1126_,6.365µm
_1131_,6.365µm
_1140_,6.365µm
_1144_,6.365µm
_1499_,6.36µm
_2226_,6.36µm
_1640_,6.32µm
_1735_,6.32µm
_1854_,6.32µm
_2568_,6.32µm
net534,6.32µm
_0256_,6.31µm
_0575_,6.3µm
_0609_,6.3µm
_0671_,6.3µm
_0887_,6.3µm
_0980_,6.3µm
_1036_,6.3µm
_1055_,6.3µm
_1529_,6.3µm
_2115_,6.3µm
_2232_,6.3µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[7\],6.3µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[4\],6.3µm
_2951_,6.28µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[6\],6.28µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[11\]\[5\],6.28µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[5\]\[5\],6.28µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[13\]\[2\],6.28µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[0\],6.28µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[8\],6.28µm
_0091_,6.26µm
_1099_,6.26µm
_1774_,6.26µm
_1984_,6.26µm
_2311_,6.26µm
_2792_,6.26µm
net451,6.26µm
net961,6.26µm
_1511_,6.24µm
net741,6.24µm
_0931_,6.225µm
net969,6.21µm
_2955_,6.2µm
_0847_,6.185µm
_0618_,6.18µm
_1101_,6.18µm
_1602_,6.18µm
_1915_,6.18µm
_1976_,6.18µm
_2360_,6.18µm
_2443_,6.18µm
_2488_,6.18µm
_2961_,6.18µm
uart_inst.instance_to_wrap.fifo_rx.r_ptr_reg\[1\],6.18µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[6\],6.18µm
net938,6.18µm
net989,6.18µm
_0593_,6.16µm
_1068_,6.16µm
_1559_,6.14µm
_1691_,6.14µm
_2181_,6.14µm
_2376_,6.14µm
_2691_,6.14µm
_2780_,6.14µm
_2859_,6.14µm
_2950_,6.14µm
net502,6.14µm
net622,6.14µm
net623,6.14µm
net628,6.14µm
net677,6.14µm
net694,6.14µm
net749,6.14µm
net757,6.14µm
net813,6.14µm
net839,6.14µm
net855,6.14µm
net866,6.14µm
net875,6.14µm
net915,6.14µm
_0244_,6.11µm
_1061_,6.08µm
_1063_,6.08µm
_1495_,6.08µm
net752,6.08µm
_0989_,6.06µm
_1296_,6.06µm
_1644_,6.06µm
_2405_,6.06µm
_2477_,6.06µm
_2485_,6.06µm
_2725_,6.06µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[14\]\[7\],6.06µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[8\],6.06µm
net947,6.06µm
_2321_,6.04µm
net641,6.04µm
net645,6.04µm
net712,6.04µm
net807,6.04µm
net939,6.04µm
_1222_,6.035µm
_2606_,6.02µm
_0553_,6.005µm
_0202_,5.99µm
_1007_,5.985µm
_2754_,5.98µm
_2808_,5.98µm
_2966_,5.98µm
net421,5.98µm
net948,5.98µm
_0818_,5.965µm
_0590_,5.96µm
_0681_,5.96µm
_0771_,5.96µm
_0978_,5.96µm
_1481_,5.96µm
_1532_,5.96µm
_1936_,5.95µm
_1879_,5.94µm
_2354_,5.94µm
_2797_,5.94µm
pwm_inst.PWM1CFG_REG\[13\],5.94µm
pwm_inst.PWM1CFG_REG\[7\],5.94µm
uart_inst.instance_to_wrap.bits_count\[2\],5.94µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[2\]\[3\],5.94µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[7\],5.94µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[0\],5.94µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[4\]\[4\],5.94µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[5\]\[8\],5.94µm
_0810_,5.92µm
_1189_,5.92µm
_2412_,5.92µm
net981,5.92µm
_0153_,5.91µm
_0421_,5.91µm
_0457_,5.91µm
_2139_,5.9µm
_2893_,5.9µm
_0547_,5.895µm
_0063_,5.89µm
_0848_,5.885µm
_1754_,5.88µm
_0005_,5.86µm
_2096_,5.86µm
_2496_,5.86µm
_2280_,5.855µm
_0946_,5.845µm
_0007_,5.84µm
_0617_,5.84µm
_0652_,5.84µm
_0731_,5.84µm
_0785_,5.84µm
_1321_,5.84µm
_2070_,5.84µm
_2531_,5.84µm
_2631_,5.84µm
_2981_,5.84µm
_2992_,5.84µm
pwm_inst.PWMFC_REG\[8\],5.84µm
pwm_inst.instance_to_wrap.pwm0_delayed,5.84µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[7\],5.84µm
_1220_,5.82µm
_1306_,5.82µm
_2220_,5.82µm
_0893_,5.8µm
_1494_,5.8µm
_1671_,5.8µm
_1681_,5.8µm
_1740_,5.8µm
_1761_,5.8µm
_2202_,5.8µm
_2325_,5.8µm
_2367_,5.8µm
_2428_,5.8µm
_2439_,5.8µm
_2799_,5.8µm
net646,5.8µm
net856,5.8µm
net971,5.8µm
_0515_,5.765µm
_0552_,5.765µm
_0813_,5.765µm
_0842_,5.765µm
_0846_,5.765µm
_0920_,5.765µm
_0006_,5.74µm
pwm_inst.PWMFC_REG\[6\],5.74µm
pwm_inst.instance_to_wrap.pr_reg\[3\],5.74µm
uart_inst.instance_to_wrap.rx_glitch_filter.ticker.counter\[1\],5.74µm
_0611_,5.72µm
_0761_,5.72µm
_0905_,5.72µm
_1185_,5.72µm
_1209_,5.72µm
_1364_,5.72µm
_1764_,5.72µm
_2109_,5.72µm
_2536_,5.72µm
_2567_,5.72µm
_2995_,5.72µm
net604,5.72µm
net829,5.72µm
net853,5.72µm
net950,5.72µm
_0660_,5.7µm
_1114_,5.7µm
net494,5.685µm
_1019_,5.68µm
_1728_,5.68µm
_1989_,5.68µm
_2167_,5.68µm
_2383_,5.68µm
_2421_,5.68µm
_2425_,5.68µm
_2720_,5.68µm
_2874_,5.68µm
_2905_,5.68µm
_2934_,5.68µm
_2935_,5.68µm
net581,5.68µm
net723,5.68µm
net845,5.68µm
_0626_,5.645µm
_1578_,5.62µm
net644,5.62µm
_1347_,5.6µm
_1472_,5.6µm
_2184_,5.6µm
_2340_,5.6µm
_2901_,5.6µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[4\],5.6µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[8\]\[0\],5.6µm
net567,5.6µm
_0513_,5.595µm
_2319_,5.585µm
_2464_,5.58µm
net717,5.58µm
net791,5.58µm
net792,5.58µm
net838,5.58µm
net876,5.58µm
net896,5.58µm
_0325_,5.56µm
_2979_,5.56µm
net746,5.56µm
net821,5.56µm
net916,5.56µm
_0947_,5.555µm
_0682_,5.545µm
_0938_,5.545µm
_0425_,5.53µm
_2483_,5.53µm
_0825_,5.525µm
_1597_,5.52µm
_2310_,5.52µm
_2627_,5.52µm
_0523_,5.505µm
_0824_,5.505µm
_0935_,5.505µm
_1186_,5.5µm
_1199_,5.5µm
_1360_,5.5µm
net816,5.5µm
net1005,5.5µm
_1547_,5.48µm
_2057_,5.48µm
_2343_,5.48µm
net576,5.48µm
_0596_,5.46µm
_1023_,5.46µm
_2014_,5.46µm
_2734_,5.46µm
net727,5.46µm
_0491_,5.45µm
_2532_,5.44µm
_0188_,5.43µm
_0230_,5.43µm
_0115_,5.4µm
_2033_,5.4µm
uart_inst.instance_to_wrap.rx_glitch_filter.ticker.counter\[3\],5.4µm
_1250_,5.385µm
_0623_,5.38µm
_0674_,5.38µm
_0690_,5.38µm
_0727_,5.38µm
_0986_,5.38µm
_1385_,5.38µm
_1702_,5.38µm
_1751_,5.38µm
_2275_,5.38µm
_2363_,5.38µm
_2747_,5.38µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[2\],5.38µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[2\]\[1\],5.38µm
net61,5.38µm
_0155_,5.36µm
_2142_,5.36µm
_0733_,5.34µm
_0779_,5.34µm
_1390_,5.34µm
_1704_,5.34µm
_1876_,5.34µm
_2001_,5.34µm
_2021_,5.34µm
_2049_,5.34µm
_2295_,5.34µm
_2304_,5.34µm
_2868_,5.34µm
_2953_,5.34µm
net429,5.34µm
net477,5.34µm
net523,5.34µm
net554,5.34µm
net967,5.34µm
net1015,5.34µm
_0070_,5.33µm
_0261_,5.33µm
_0411_,5.33µm
_2614_,5.32µm
_0557_,5.305µm
_0873_,5.305µm
_0879_,5.305µm
_0933_,5.305µm
_1169_,5.305µm
_0394_,5.29µm
_1552_,5.28µm
_2189_,5.28µm
_2303_,5.28µm
_2572_,5.28µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[8\],5.28µm
_0502_,5.26µm
_0697_,5.26µm
_1277_,5.26µm
_1634_,5.26µm
_1866_,5.26µm
_2510_,5.26µm
_2530_,5.26µm
_2776_,5.26µm
_2800_,5.26µm
_2896_,5.26µm
_2928_,5.26µm
_3015_,5.26µm
uart_inst.instance_to_wrap.buad_gen.count_reg\[4\],5.26µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[0\]\[3\],5.26µm
net519,5.26µm
net577,5.26µm
net582,5.26µm
net608,5.26µm
net636,5.26µm
net854,5.26µm
net908,5.26µm
_0377_,5.24µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[1\]\[0\],5.24µm
_1555_,5.22µm
_1919_,5.22µm
_2195_,5.22µm
_2298_,5.22µm
_2326_,5.22µm
_2375_,5.22µm
_2745_,5.22µm
_2929_,5.22µm
net501,5.22µm
net735,5.22µm
net759,5.22µm
net788,5.22µm
net824,5.22µm
_0422_,5.21µm
_0225_,5.19µm
net607,5.16µm
net654,5.16µm
net705,5.16µm
net836,5.16µm
net874,5.16µm
_0639_,5.14µm
_1387_,5.14µm
_1540_,5.14µm
_2435_,5.14µm
net643,5.14µm
net711,5.14µm
_0817_,5.135µm
_0496_,5.12µm
_2380_,5.12µm
_2508_,5.12µm
_2523_,5.12µm
net589,5.12µm
net599,5.12µm
net600,5.12µm
net642,5.12µm
net681,5.12µm
net724,5.12µm
net738,5.12µm
net739,5.12µm
net761,5.12µm
net771,5.12µm
net790,5.12µm
net798,5.12µm
net827,5.12µm
net852,5.12µm
net888,5.12µm
net913,5.12µm
net914,5.12µm
net1004,5.12µm
_1656_,5.1µm
_0862_,5.085µm
_0195_,5.07µm
_1257_,5.06µm
_1708_,5.06µm
_1796_,5.06µm
_1849_,5.06µm
_1946_,5.06µm
_2984_,5.06µm
net458,5.06µm
_1173_,5.045µm
_0592_,5.04µm
_0677_,5.04µm
_1052_,5.04µm
_1313_,5.04µm
_1846_,5.04µm
_2028_,5.04µm
_2909_,5.02µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[12\]\[1\],5.02µm
_1433_,5.015µm
_0021_,5µm
_0806_,5µm
_1032_,5µm
_1236_,5µm
_1389_,5µm
_1400_,5µm
net448,5µm
_0307_,4.97µm
_1570_,4.97µm
_1231_,4.94µm
_1513_,4.94µm
_1886_,4.94µm
_1964_,4.94µm
_2204_,4.94µm
_2406_,4.94µm
_2461_,4.94µm
_2610_,4.94µm
_0170_,4.93µm
_0642_,4.92µm
_0770_,4.92µm
_0790_,4.92µm
_0793_,4.92µm
_0794_,4.92µm
_0979_,4.92µm
_0981_,4.92µm
_1286_,4.92µm
_1787_,4.92µm
_1887_,4.92µm
_1940_,4.92µm
_1980_,4.92µm
_2022_,4.92µm
_2414_,4.92µm
_2577_,4.92µm
_2617_,4.92µm
_2890_,4.92µm
_2900_,4.92µm
_2948_,4.92µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[7\]\[3\],4.92µm
net511,4.92µm
net521,4.92µm
_0364_,4.9µm
_1422_,4.9µm
pwm_inst.instance_to_wrap.pr_reg\[12\],4.9µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[1\]\[4\],4.9µm
_0755_,4.88µm
_1015_,4.88µm
_1804_,4.88µm
_1823_,4.88µm
_1882_,4.88µm
_2119_,4.88µm
_2359_,4.88µm
_2377_,4.88µm
_2517_,4.88µm
_2861_,4.88µm
_2879_,4.88µm
net431,4.88µm
net660,4.88µm
net710,4.88µm
net718,4.88µm
net1000,4.88µm
_0210_,4.87µm
_0288_,4.87µm
_0397_,4.87µm
_0850_,4.845µm
_0942_,4.845µm
_0943_,4.845µm
_0975_,4.845µm
_1605_,4.84µm
_1835_,4.82µm
_2234_,4.82µm
_2944_,4.82µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[10\]\[1\],4.82µm
_0328_,4.8µm
_0678_,4.8µm
_1024_,4.8µm
_1107_,4.8µm
_1120_,4.8µm
_1184_,4.8µm
_1851_,4.8µm
_2019_,4.8µm
_2056_,4.8µm
_2191_,4.8µm
_2440_,4.8µm
_2883_,4.8µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[3\]\[0\],4.8µm
net482,4.8µm
net532,4.8µm
net562,4.8µm
net678,4.8µm
net683,4.8µm
net707,4.8µm
net748,4.8µm
net751,4.8µm
net902,4.8µm
_1071_,4.765µm
_0490_,4.76µm
_1287_,4.76µm
_1405_,4.76µm
_1675_,4.76µm
_2589_,4.76µm
_2925_,4.76µm
net783,4.76µm
_1858_,4.74µm
_0322_,4.73µm
_1132_,4.725µm
_1160_,4.725µm
net513,4.7µm
net560,4.7µm
net566,4.7µm
net630,4.7µm
net638,4.7µm
net679,4.7µm
net697,4.7µm
net709,4.7µm
net713,4.7µm
net851,4.7µm
net882,4.7µm
net912,4.7µm
_0030_,4.68µm
_0173_,4.68µm
_0290_,4.68µm
_0723_,4.68µm
_0778_,4.68µm
_2041_,4.68µm
_2246_,4.68µm
net787,4.68µm
net936,4.68µm
_1394_,4.66µm
_2670_,4.66µm
net601,4.66µm
net640,4.66µm
net655,4.66µm
net671,4.66µm
net680,4.66µm
net740,4.66µm
net904,4.66µm
_0562_,4.625µm
_0565_,4.625µm
_0918_,4.625µm
_0923_,4.625µm
_1123_,4.625µm
_1170_,4.625µm
_0169_,4.61µm
_0342_,4.61µm
_0373_,4.61µm
_0458_,4.61µm
_0493_,4.61µm
_1778_,4.6µm
_2863_,4.6µm
_2967_,4.6µm
net637,4.6µm
net934,4.6µm
net972,4.6µm
_0034_,4.58µm
_0720_,4.58µm
_0987_,4.58µm
_1150_,4.58µm
_1382_,4.58µm
_1417_,4.58µm
_1945_,4.58µm
_1966_,4.58µm
_2679_,4.58µm
_2710_,4.58µm
_0035_,4.56µm
_0059_,4.56µm
_2432_,4.56µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[0\],4.56µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[3\]\[3\],4.56µm
_2328_,4.55µm
_0012_,4.54µm
_0033_,4.54µm
_0303_,4.54µm
_0346_,4.54µm
_0634_,4.54µm
_2170_,4.54µm
_0066_,4.53µm
_0094_,4.53µm
_0104_,4.53µm
_0152_,4.53µm
_0240_,4.53µm
_0365_,4.53µm
_0405_,4.53µm
_0154_,4.51µm
_0751_,4.505µm
_0901_,4.505µm
_0186_,4.49µm
_0215_,4.49µm
_1297_,4.48µm
_1357_,4.48µm
_1453_,4.48µm
_1993_,4.48µm
_2039_,4.48µm
_2155_,4.48µm
_2178_,4.48µm
_2190_,4.48µm
_2209_,4.48µm
_2342_,4.48µm
_2447_,4.48µm
_0000_,4.46µm
_0020_,4.46µm
_0025_,4.46µm
_0588_,4.46µm
_0653_,4.46µm
_0686_,4.46µm
_0783_,4.46µm
_0805_,4.46µm
_0807_,4.46µm
_1017_,4.46µm
_1062_,4.46µm
_1180_,4.46µm
_1208_,4.46µm
_1212_,4.46µm
_1635_,4.46µm
_1803_,4.46µm
_2349_,4.46µm
_2396_,4.46µm
_2458_,4.46µm
_2712_,4.46µm
_2985_,4.46µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[13\]\[3\],4.46µm
uart_inst.instance_to_wrap.fifo_rx.array_reg\[9\]\[3\],4.46µm
net625,4.46µm
net1011,4.46µm
_2287_,4.44µm
_1008_,4.42µm
_1178_,4.42µm
_2286_,4.42µm
_2291_,4.42µm
_2717_,4.42µm
net612,4.42µm
net769,4.42µm
_0851_,4.385µm
_0908_,4.385µm
_0916_,4.385µm
_0970_,4.385µm
_2431_,4.36µm
_2739_,4.36µm
_2785_,4.36µm
_0658_,4.34µm
_0710_,4.34µm
_0774_,4.34µm
_1551_,4.34µm
_1596_,4.34µm
_1700_,4.34µm
_1714_,4.34µm
_1785_,4.34µm
_2146_,4.34µm
_2159_,4.34µm
_2269_,4.34µm
_2271_,4.34µm
_2426_,4.34µm
_2467_,4.34µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[6\]\[2\],4.34µm
net616,4.34µm
net656,4.34µm
net721,4.34µm
net732,4.34µm
net734,4.34µm
net742,4.34µm
net826,4.34µm
net949,4.34µm
net1012,4.34µm
_0129_,4.32µm
_1760_,4.32µm
_1014_,4.305µm
_0067_,4.27µm
_0929_,4.265µm
_1694_,4.24µm
_2050_,4.24µm
net634,4.24µm
net676,4.24µm
net799,4.24µm
_0270_,4.22µm
_0579_,4.22µm
_0725_,4.22µm
_1833_,4.22µm
_2635_,4.22µm
uart_inst.instance_to_wrap.fifo_tx.array_reg\[15\]\[6\],4.22µm
net547,4.22µm
net806,4.22µm
_2145_,4.2µm
_2658_,4.2µm
net579,4.2µm
net772,4.2µm
net789,4.2µm
_0559_,4.165µm
_0927_,4.165µm
_1168_,4.165µm
_0097_,4.15µm
_0279_,4.15µm
_0821_,4.145µm
_1319_,4.14µm
_2362_,4.14µm
_2584_,4.14µm
net584,4.14µm
net629,4.14µm
net696,4.14µm
net932,4.14µm
net1006,4.14µm
_0591_,4.12µm
_0594_,4.12µm
_0654_,4.12µm
_0786_,4.12µm
_1037_,4.12µm
_1075_,4.12µm
_1092_,4.12µm
_1445_,4.12µm
_0106_,4.1µm
_1116_,4.1µm
_0185_,4.08µm
_0332_,4.08µm
_0433_,4.08µm
_0628_,4.08µm
_0902_,4.08µm
_1044_,4.08µm
_1202_,4.08µm
_2423_,4.08µm
net552,4.08µm
